phecode_category,endpoint,phecode_string,ukb_n,ukb_n_1,ukb_n_2,ukb_n_3,ukb_n_4,ukb_n_5,ukb_n_6,ukb_n_7,ukb_n_8,ukb_n_9,ukb_n_10,ukb_ratio,epic_n,epic_n_1,epic_n_2,epic_n_3,epic_n_4,epic_n_5,epic_n_6,epic_n_7,epic_n_8,epic_n_9,epic_n_10,epic_ratio
Musc/Skel,phecode_721-2,Ganglion cyst,1651,139,148,141,149,176,169,182,205,167,175,1.2592048287944249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721-4,Calcium deposits in tendon and bursa,140,14,16,16,17,19,15,9,16,6,12,0.857282936053977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721-5,Bursitis,3114,272,272,286,307,313,328,337,314,331,354,1.3016904312400637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721-6,Baker's cyst [popliteal cyst],797,53,62,83,83,87,67,108,84,77,93,1.7550051119992565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_722,Fasciopathy,4350,367,353,371,440,423,434,437,507,493,525,1.430762956793327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_722-1,Plantar fascial fibromatosis [Plantar fasciitis],3270,354,354,320,291,291,341,295,285,311,428,1.2092444699798908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_722-4,Palmar fascial fibromatosis [Dupuytren],1226,39,56,81,95,136,144,153,175,173,174,4.462275296957379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723,Enthesopathy/Enthesitis/Tendinopathy,7420,639,688,712,696,730,734,791,757,804,869,1.3601990795821473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-1,Adhesive capsulitis of shoulder,1293,107,100,108,122,128,145,153,150,131,149,1.3927565789164764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-2,Rotator cuff tear or rupture,2278,160,156,203,216,248,237,247,257,266,288,1.8003022670025188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-3,Medial epicondylitis (Golfer's elbow),670,54,52,74,70,65,63,80,83,60,69,1.2779886669967542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-4,Lateral epicondylitis (Tennis elbow),2222,125,126,137,151,186,206,252,323,335,381,3.0485320300226912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-5,Tendinitis,1495,143,142,147,138,142,160,141,168,138,176,1.23097398359418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-51,Achilles tendinitis,1287,121,120,116,119,145,142,128,147,100,149,1.2316094091108054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_723-6,Impingement syndrome of shoulder*,1849,168,140,186,182,191,212,184,208,185,193,1.1489995981847405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_724,Other symptoms and disorders of the soft tissue,6794,544,603,584,608,689,667,692,744,786,877,1.6124156304588255,233,15,14,25,16,16,21,26,26,27,27,1.8025316455696203
Musc/Skel,phecode_724-1,Myalgia,3050,204,231,273,290,300,343,326,348,353,382,1.8728668317292971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_724-3,Nontraumatic hematoma of soft tissue,230,11,20,22,15,21,25,26,25,31,34,3.0914152994074384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_724-5,Exostosis,714,47,66,53,66,76,77,87,87,78,77,1.6385675066182959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_724-51,Calcaneal spur,148,15,5,16,21,14,21,14,10,11,21,1.4002292451285412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_724-52,Osteophyte*,565,38,43,44,54,59,69,67,62,67,62,1.631846638746168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_726,Osteoporosis and low bone density,2833,53,109,137,169,220,310,353,401,509,572,10.794255779208088,239,8,8,10,15,18,17,22,33,35,57,7.134923398328691
Musc/Skel,phecode_726-1,Osteoporosis,2759,54,99,134,163,214,305,339,402,490,559,10.35357859945016,214,6,8,9,13,15,17,19,32,32,47,7.844212962962963
Musc/Skel,phecode_726-2,Pathologic fracture,293,5,5,14,11,18,23,47,56,51,63,12.602061518324607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_727,Other disorders of bone,4238,107,185,235,280,384,436,526,531,725,829,7.748980285520055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_727-1,Osteonecrosis,105,7,9,15,6,8,11,11,13,13,12,1.714565917900341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_728,Chondropathies,974,87,78,77,101,82,100,98,128,87,136,1.5634790140774892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_728-1,Chondromalacia,146,15,6,11,16,10,9,16,19,19,25,1.6669408796753316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_728-3,Costochondritis (Tietze's disease),740,68,60,76,64,69,68,74,99,65,97,1.4267057853644345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_730,Other disorders and symptoms of the musculoskeletal system,454,48,60,64,57,50,37,41,36,30,31,0.6459389134107133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_731,Symptoms involving musculoskeletal systems,1394,110,136,124,131,129,137,140,160,159,168,1.5275276551190422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_732,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,1495,55,77,88,110,133,157,180,197,231,267,4.855356302291328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_733,"Dentofacial anomalies, including malocclusion",857,54,61,71,73,102,99,98,99,92,108,2.00033052388035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_733-6,Temporomandibular joint disorders,844,54,66,66,70,100,94,105,96,88,105,1.9447657340089595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_733-62,Arthralgia of temporomandibular joint,186,11,9,21,15,20,16,26,25,23,20,1.8184799296456946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_734,Diseases of the jaws,394,27,39,40,33,35,42,41,42,54,41,1.518767823808047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_734-9,Jaw pain,359,31,29,38,35,28,29,31,49,50,39,1.2580645161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_800,Chest pain,7511,618,667,727,698,718,754,792,793,820,924,1.4954344922795275,352,21,22,24,22,31,28,32,35,32,45,2.145967240306863
Signs/Symptoms,phecode_800-1,Chest pain on breathing,1072,87,91,94,120,112,111,116,128,100,113,1.299066044283764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_800-11,Pleurodynia*,1026,84,76,107,102,104,103,113,122,106,109,1.2978342414909578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_800-2,Precordial pain,974,98,76,79,101,98,105,114,106,91,106,1.0818105531686357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_801,Cough,12618,1118,1108,1157,1199,1235,1304,1398,1308,1370,1421,1.2712864187473134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_802,Throat pain,1392,107,123,152,144,153,141,132,146,150,144,1.3460232691207323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_803,Snoring*,545,46,32,44,46,48,54,53,69,65,88,1.9130434782608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_804,Other symptoms and signs involving the circulatory and respiratory system,5338,494,487,528,574,496,575,580,512,515,577,1.168224917740549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_805,Fever of unknown origin,1796,123,129,144,162,173,190,194,200,213,268,2.1792221693305254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_807,Malaise and fatigue,6581,527,559,554,608,657,625,706,734,745,866,1.6435651627938703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_807-1,Chronic fatigue syndrome,2777,222,212,239,241,296,290,257,302,330,388,1.7480469683859514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_807-11,Postviral fatigue syndrome*,154,13,11,11,14,9,11,18,18,19,30,2.3080719247852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_808,Syncope and collapse,3018,198,180,217,258,322,324,335,374,389,421,2.126621428595779,276,8,9,12,20,21,31,39,36,44,43,5.382506983240224
Signs/Symptoms,phecode_809,Pain,10991,920,1009,1014,1050,1080,1126,1150,1104,1235,1303,1.4165877220453398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_809-1,Acute pain,110,7,7,15,10,14,7,12,16,14,8,1.1430440369115757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_809-3,Pain in limb,10065,822,913,978,950,999,1033,1055,1016,1083,1216,1.4796015332513774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_810,Shock,148,2,4,8,10,6,10,16,21,30,41,20.50334693877551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_812,Edema,3149,149,159,221,256,310,338,383,442,451,440,2.953020134228188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_812-2,Angioneurotic edema,165,18,17,16,12,16,11,13,13,23,26,1.4446811222167604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_814,Jaundice (not of newborn),218,6,13,18,21,25,8,33,38,25,31,5.167512967512968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_815,Symptoms and signs concerning food and fluid intake,560,83,63,34,41,43,38,59,67,58,74,0.8917123755592675,279,12,22,20,28,28,18,33,26,45,41,3.4214186369958277
Signs/Symptoms,phecode_817,Motion sickness,114,2,10,10,9,3,14,22,17,18,9,4.500736015701668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_819,General symptoms and other findings,10594,642,714,846,849,984,1084,1164,1251,1433,1627,2.5347291080251377,209,10,9,8,16,12,14,19,31,34,48,4.8
Signs/Symptoms,phecode_820,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,117,3,6,9,8,12,12,16,15,11,25,8.334698334698336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_821,Abnormality of red blood cells,275,22,25,18,21,18,25,30,27,37,52,2.3640247363546742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_823,Abnormal serum enzyme levels,2690,266,332,320,329,285,274,294,240,164,186,0.6993690556380575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_823-2,Abnormal levels of other serum enzymes,2655,258,322,335,295,298,292,290,231,162,172,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_824,Other abnormalities of plasma proteins*,575,56,58,68,77,56,44,50,38,64,64,1.1430445579346857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_826,Other abnormal immunological findings in serum,267,29,23,21,22,26,19,17,34,29,47,1.6209624067131698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_826-3,Raised antibody titer*,209,21,22,17,16,16,13,16,22,28,38,1.8098268108314994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_827,Toxicology findings,521,33,33,30,33,50,71,46,83,68,74,2.24279143159117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_827-1,Finding of alcohol in blood,497,28,29,31,39,43,58,56,72,67,74,2.64328968903437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_829,Nonspecific findings on examination of blood,4321,219,240,245,341,363,443,475,548,660,787,3.594224340157559,129,1,11,13,10,13,18,11,18,13,17,17.02357836338419
Signs/Symptoms,phecode_829-2,Abnormal level of blood mineral*,597,53,57,66,66,72,39,53,44,70,77,1.4530682795000713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_830,Proteinuria,5937,426,454,480,527,570,665,653,712,726,724,1.6998234884223458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_831,Glycosuria,1135,44,66,62,100,122,106,140,160,143,192,4.363636363636363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_832,Other abnormal findings in urine,7986,566,728,789,752,808,803,798,859,914,969,1.7123065862971893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_832-5,Acetonuria,889,157,167,107,51,59,69,63,73,69,74,0.47141481009130937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_832-6,Pyuria*,655,39,53,69,81,70,82,60,64,75,62,1.5900043744531933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_835,Cytology and pathology findings,2373,92,114,95,138,162,209,251,280,383,649,7.055815952585622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_840,Allergy,4987,405,435,512,498,466,518,525,494,526,608,1.5015209537402086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_840-1,Food allergy,419,36,28,41,38,44,40,43,41,49,59,1.6391581329974627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_840-2,Allergy to insects,1420,99,119,138,147,152,131,171,170,139,154,1.5558156384105222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_840-8,Allergies related to other diseases/symptoms,2964,248,253,276,275,302,295,275,278,324,438,1.7664509074234114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_840-9,Anaphylactic reaction,116,9,11,11,8,11,13,14,12,12,15,1.666939220496048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841,Drug and medical agent allergy,6645,452,523,557,678,698,714,758,718,728,819,1.8122626828749184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-1,Allergy to other anti-infective agents,4105,213,284,349,341,363,410,448,489,541,667,3.1319821367227756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-11,Penicillin allergy,3286,198,260,267,301,357,349,340,394,399,421,2.126618605272548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-12,Allergy to antibiotic agent (excluding penicillin),1240,72,82,87,100,121,128,158,167,159,166,2.3059337634878974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-13,Allergy to sulfonamides,177,4,13,9,13,13,28,18,24,30,25,6.251021742684322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-3,Allergy to narcotic agent,642,37,44,55,71,73,93,72,71,62,64,1.7297297297297296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-4,Allergy to analgesic agent,1367,58,87,104,102,130,149,164,186,203,184,3.1724137931034484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_841-5,Allergy to serum and vaccine,105,4,7,4,15,12,7,13,21,10,12,3.0004901159941184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_848,Nonspecific abnormal findings of other body structures,2765,159,142,182,207,279,315,329,350,374,428,2.692281303602058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Signs/Symptoms,phecode_848-2,Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echo),1038,38,38,39,67,79,116,140,156,167,198,5.211384156802939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_969,Adverse effects of agents primarily affecting gastrointestinal system,3891,185,271,300,324,399,409,443,467,542,551,2.978906085390848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_973,Adverse effect of other drug,190,6,5,6,10,10,20,28,28,33,44,7.3345313946522905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977,Long term (current) drug therapy,5389,390,383,435,514,509,565,538,627,629,799,2.0490958015303273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-4,Long term (current) use of steroids,510,37,44,40,59,69,45,62,65,46,43,1.1623530874393369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-41,Long term (current) use of inhaled steroids*,510,36,45,38,62,63,53,58,67,44,44,1.2224230144387855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-5,Long term (current) use of agents affecting hormones,669,4,8,9,23,21,36,35,64,132,337,84.25000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-51,Long term (current) use of hormonal contraceptives,209,0,2,1,0,1,7,10,22,51,115,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-52,Hormone replacement therapy (postmenopausal),520,13,16,24,24,30,36,47,83,105,142,10.926527042130326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-7,Long term (current) use of insulin or oral hypoglycemic drugs,2231,63,96,121,162,177,214,246,267,336,549,8.715737369410533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-71,Long term (current) use of insulin,472,13,22,23,19,48,31,45,58,67,146,11.23261245565529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rx,phecode_977-72,Long term (current) use of oral hypoglycemic drugs,2148,60,94,114,154,176,194,229,281,334,512,8.534750830564784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stat,phecode_979,Transplated organ,158,14,11,14,11,11,18,10,15,29,25,1.786006307674337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
