phecode_category,phecode, phecode_string, 1_,2_,3_,4_,5_,6_,7_,8_,9_,10_,1,2,3,4,5,6,7,8,9,10, rr
Resp,phecode_481-4,Pulmonary fibrosis,2,1,9,9,10,21,17,21,34,42,0,0,0.001,0.001,0.002,0.003,0.003,0.003,0.006,0.007,21.003
Neuro,phecode_324-1,Parkinsonism,4,11,23,33,47,58,75,71,89,84,0.001,0.002,0.004,0.005,0.008,0.009,0.012,0.012,0.015,0.014,21.003
Cardio,phecode_413-21,Aortic stenosis,8,14,15,25,25,56,82,97,131,172,0.001,0.002,0.002,0.004,0.004,0.009,0.013,0.016,0.021,0.028,21.504
Cardio,phecode_424-2,Systolic heart failure,4,12,10,17,14,32,35,46,57,93,0.001,0.002,0.002,0.003,0.002,0.005,0.006,0.008,0.009,0.015,23.254
Cardio,phecode_424-1,Left heart failure,11,22,35,46,56,80,109,133,136,256,0.002,0.004,0.006,0.008,0.009,0.013,0.018,0.022,0.022,0.042,23.277
Cardio,phecode_416-21,Atrial fibrillation,27,65,106,141,208,277,334,415,505,629,0.004,0.011,0.018,0.023,0.034,0.046,0.055,0.069,0.084,0.104,23.3
Eye,phecode_387-1,Hypermetropia,2,2,2,1,6,8,14,17,29,47,0,0,0,0,0.001,0.001,0.002,0.003,0.005,0.008,23.5
Cardio,phecode_420,Cardiac arrest,4,11,10,23,15,34,39,48,63,94,0.001,0.002,0.002,0.004,0.002,0.006,0.006,0.008,0.01,0.015,23.504
Eye,phecode_369-4,Corneal degenerations,3,7,17,15,22,22,33,45,55,71,0,0.001,0.003,0.002,0.004,0.004,0.005,0.007,0.009,0.012,23.667
Signs/Symptoms,phecode_810,Shock,2,3,4,12,5,13,20,19,22,48,0,0,0.001,0.002,0.001,0.002,0.003,0.003,0.004,0.008,24.004
Neoplasms,phecode_101-2,Malignant neoplasm of stomach,1,5,11,15,11,13,20,14,24,24,0,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.004,24.004
Neoplasms,phecode_102,Malignant neoplasm of the thoracic and respiratory organs,7,22,26,36,54,72,89,98,114,168,0.001,0.004,0.004,0.006,0.009,0.012,0.015,0.016,0.019,0.027,24.004
Cardio,phecode_424,Heart failure,24,48,55,99,122,187,243,273,351,594,0.004,0.008,0.009,0.016,0.02,0.031,0.04,0.045,0.058,0.098,24.754
Blood,phecode_175-2,Secondary polycythemia,1,7,6,10,9,11,21,11,24,25,0,0.001,0.001,0.002,0.001,0.002,0.003,0.002,0.004,0.004,25
Blood,phecode_164-6,Anemia secondary to chronic diseases and conditions,2,5,7,9,8,13,23,14,23,50,0,0.001,0.001,0.001,0.001,0.002,0.004,0.002,0.004,0.008,25.004
Neuro,phecode_328-9,Dementia NOS,5,10,9,15,26,44,65,74,117,126,0.001,0.002,0.001,0.002,0.004,0.007,0.011,0.012,0.019,0.021,25.204
Eye,phecode_374-38,Retinal vein occlusions,3,6,16,19,22,32,42,43,55,76,0,0.001,0.003,0.003,0.004,0.005,0.007,0.007,0.009,0.012,25.337
Eye,phecode_387,Disorders of refraction and accommodation,17,25,27,79,79,109,164,183,239,441,0.003,0.004,0.004,0.013,0.013,0.018,0.027,0.03,0.039,0.073,25.945
Derm,phecode_686-1,Pressure ulcer,7,10,18,25,44,56,76,94,121,183,0.001,0.002,0.003,0.004,0.007,0.009,0.012,0.015,0.02,0.03,26.147
Neoplasms,phecode_105,Malignant neoplasm of the breast,10,30,60,114,137,154,183,227,242,263,0.002,0.005,0.01,0.019,0.023,0.026,0.031,0.038,0.04,0.044,26.304
Neuro,phecode_327,Other degenerative diseases of nervous system,3,9,13,18,18,23,50,42,47,80,0,0.001,0.002,0.003,0.003,0.004,0.008,0.007,0.008,0.013,26.671
Blood,phecode_175,Polycythemias,1,6,12,7,13,16,16,16,24,28,0,0.001,0.002,0.001,0.002,0.003,0.003,0.003,0.004,0.005,28.005
Resp,phecode_478,Aspiration pneumonia,3,11,8,21,23,31,38,51,54,85,0,0.002,0.001,0.003,0.004,0.005,0.006,0.008,0.009,0.014,28.338
Musc/Skel,phecode_704-5,Giant cell arteritis,1,7,4,9,6,17,17,18,36,31,0,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.005,31
Genitourinary,phecode_588-2,Abnormal results of function study of kidney,1,4,5,6,11,8,16,20,23,31,0,0.001,0.001,0.001,0.002,0.001,0.003,0.003,0.004,0.005,31.005
Metab,phecode_256-6,Fluid overload,3,6,16,12,26,24,47,50,64,95,0,0.001,0.003,0.002,0.004,0.004,0.008,0.008,0.01,0.016,31.672
Neoplasms,phecode_146,Benign neoplasm of the genitourinary system,7,17,26,36,52,68,87,143,179,227,0.001,0.003,0.004,0.006,0.009,0.011,0.014,0.023,0.029,0.037,32.434
Eye,phecode_374-8,Retinal edema,3,6,12,14,14,19,22,29,43,105,0,0.001,0.002,0.002,0.002,0.003,0.004,0.005,0.007,0.017,35.006
Eye,phecode_374-55,Puckering of macula,3,11,15,32,40,31,46,62,72,106,0,0.002,0.002,0.005,0.007,0.005,0.008,0.01,0.012,0.017,35.339
Genitourinary,phecode_614-55,Candidiasis of vulva and vagina,6,18,35,65,89,108,111,132,160,213,0.001,0.003,0.006,0.011,0.015,0.018,0.019,0.022,0.027,0.036,35.506
Cardio,phecode_448-9,Peripheral vascular disease NOS [includes PAD],5,15,15,31,42,53,69,88,117,186,0.001,0.002,0.002,0.005,0.007,0.009,0.011,0.014,0.019,0.031,37.206
Neuro,phecode_329-5,"Mild cognitive impairment, so stated",2,2,15,17,24,37,49,61,67,75,0,0,0.002,0.003,0.004,0.006,0.008,0.01,0.011,0.012,37.506
Eye,phecode_369-5,Hereditary corneal dystrophies,2,7,5,3,16,6,14,18,26,76,0,0.001,0.001,0,0.003,0.001,0.002,0.003,0.004,0.012,38.006
Genitourinary,phecode_626-11,Absent or infrequent menstruation,3,3,7,8,5,15,28,61,75,116,0.001,0.001,0.002,0.002,0.002,0.005,0.009,0.019,0.023,0.036,38.667
Eye,phecode_375-11,Open angle glaucoma,6,22,36,42,58,72,75,101,108,232,0.001,0.004,0.006,0.007,0.009,0.012,0.012,0.017,0.018,0.038,38.673
Neoplasms,phecode_121-2,Chronic leukemia,1,9,12,8,12,14,17,24,29,39,0,0.001,0.002,0.001,0.002,0.002,0.003,0.004,0.005,0.006,39.006
Genitourinary,phecode_603-6,Scrotal pain*,3,4,10,22,28,52,60,74,103,124,0,0.001,0.002,0.004,0.005,0.009,0.01,0.012,0.017,0.02,41.34
Neuro,phecode_328,Dementias and cerebral degeneration,6,14,18,39,54,102,120,156,210,249,0.001,0.002,0.003,0.006,0.009,0.017,0.02,0.025,0.034,0.041,41.507
Neuro,phecode_337-8,Polyneuropathy in diseases classified elsewhere,2,2,4,7,7,8,11,16,29,83,0,0,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.014,41.507
Cardio,phecode_413-32,Tricuspid value insufficiency*,1,3,8,11,25,18,21,32,45,43,0,0,0.001,0.002,0.004,0.003,0.003,0.005,0.007,0.007,43.007
Neuro,phecode_329-9,Delirium,4,4,13,18,46,48,84,87,131,174,0.001,0.001,0.002,0.003,0.008,0.008,0.014,0.014,0.021,0.028,43.507
Neoplasms,phecode_101-1,Malignant neoplasm of the esophagus,1,2,6,17,13,26,18,22,26,45,0,0,0.001,0.003,0.002,0.004,0.003,0.004,0.004,0.007,45.007
Eye,phecode_375-113,Primary open angle glaucoma,2,10,23,14,28,29,43,39,47,92,0,0.002,0.004,0.002,0.005,0.005,0.007,0.006,0.008,0.015,46.008
Eye,phecode_387-2,Myopia,6,11,10,16,26,31,32,59,83,283,0.001,0.002,0.002,0.003,0.004,0.005,0.005,0.01,0.014,0.046,47.174
Cardio,phecode_443-1,Stricture of artery [Arterial stenosis],1,2,7,4,6,15,16,24,18,48,0,0,0.001,0.001,0.001,0.002,0.003,0.004,0.003,0.008,48
Eye,phecode_374-5,Macular degeneration,13,28,48,91,111,137,173,228,320,667,0.002,0.005,0.008,0.015,0.018,0.022,0.028,0.037,0.053,0.11,51.316
Neoplasms,phecode_102-1,Malignant neoplasm of the of bronchus and lung,3,16,25,32,46,59,73,87,95,158,0,0.003,0.004,0.005,0.008,0.01,0.012,0.014,0.016,0.026,52.675
Cardio,phecode_438-1,Aortic aneurysm and ectasia,3,13,21,33,61,69,68,72,107,162,0,0.002,0.003,0.005,0.01,0.011,0.011,0.012,0.017,0.026,54.009
Eye,phecode_371,Cataract,37,85,147,265,422,562,753,998,1361,2168,0.006,0.014,0.025,0.044,0.071,0.094,0.126,0.167,0.228,0.363,58.604
Cardio,phecode_438-11,Abdominal aortic aneurysm,2,4,9,22,34,42,39,44,76,118,0,0.001,0.001,0.004,0.006,0.007,0.006,0.007,0.012,0.019,59.01
Neuro,phecode_351-2,Hypoesthesia of skin*,2,14,8,24,25,36,47,66,68,140,0,0.002,0.001,0.004,0.004,0.006,0.008,0.011,0.011,0.023,70.011
Genitourinary,phecode_608-1,Abnormal findings in semen,5,27,41,61,103,116,179,232,273,361,0.001,0.004,0.007,0.01,0.017,0.019,0.03,0.038,0.045,0.06,72.212
Cardio,phecode_406-1,Pulmonary hypertension,1,5,17,8,14,29,30,53,50,85,0,0.001,0.003,0.001,0.002,0.005,0.005,0.009,0.008,0.014,85.014
Eye,phecode_374-512,Exuadative (wet) age-related macular degeneration,1,1,2,3,7,7,11,12,20,86,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.014,86.014
Cardio,phecode_406,Chronic pulmonary heart disease,1,5,17,12,15,31,31,60,54,90,0,0.001,0.003,0.002,0.002,0.005,0.005,0.01,0.009,0.015,90.015
Genitourinary,phecode_626-1,Irregular menstrual cycle/bleeding,4,5,13,12,24,34,61,148,235,365,0.001,0.002,0.004,0.004,0.008,0.012,0.021,0.051,0.081,0.125,91.281
Cardio,phecode_416-22,Atrial flutter,1,13,18,28,36,56,61,53,99,95,0,0.002,0.003,0.005,0.006,0.009,0.01,0.009,0.016,0.016,95.016
Blood,phecode_165,Hemoglobinopathies,1,2,3,1,2,7,2,5,10,103,0,0,0,0,0,0.001,0,0.001,0.002,0.017,103.017
Rx,phecode_977-51,Long term (current) use of hormonal contraceptives,1,1,2,0,3,2,13,24,51,112,0,0,0.001,0,0.001,0.001,0.004,0.008,0.016,0.035,112.035
Eye,phecode_374-511,Nonexuadative (dry) age-related macular degeneration,1,3,6,7,11,19,20,29,35,115,0,0,0.001,0.001,0.002,0.003,0.003,0.005,0.006,0.019,115.019
Eye,phecode_374-51,Age-related macular degeneration,3,9,9,20,35,38,61,80,99,350,0,0.001,0.001,0.003,0.006,0.006,0.01,0.013,0.016,0.057,116.686
Neuro,phecode_328-1,Alzheimer's disease,1,3,9,29,27,56,77,86,114,133,0,0,0.001,0.005,0.004,0.009,0.013,0.014,0.019,0.022,133.022
Rx,phecode_977-5,Long term (current) use of agents affecting hormones,2,8,13,12,22,31,27,84,135,335,0,0.001,0.002,0.002,0.004,0.005,0.005,0.014,0.023,0.057,167.5
Eye,phecode_371-3,Nuclear cataract,4,15,26,53,112,121,219,302,431,740,0.001,0.002,0.004,0.009,0.018,0.02,0.036,0.049,0.07,0.121,185.03
Eye,phecode_371-31,Age-related nuclear cataract,4,15,27,51,111,122,223,294,432,744,0.001,0.002,0.004,0.008,0.018,0.02,0.036,0.048,0.071,0.122,186.03
Genitourinary,phecode_626-13,Irregular menstrual cycle,1,2,3,1,7,16,32,67,130,203,0,0.001,0.001,0,0.002,0.005,0.01,0.021,0.041,0.064,203.064
Genitourinary,phecode_627-4,Menorrhagia/Excessive and frequent menstruation,2,3,10,15,20,46,68,163,278,423,0.001,0.001,0.004,0.005,0.007,0.016,0.024,0.058,0.099,0.15,211.575
Neoplasms,phecode_121-21,Chronic lymphoid leukemia,0,6,12,6,11,12,15,23,28,29,0,0.001,0.002,0.001,0.002,0.002,0.002,0.004,0.005,0.005,Inf
Neuro,phecode_328-8,Dementia in conditions classified elsewhere,0,5,10,30,34,64,66,83,107,121,0,0.001,0.002,0.005,0.006,0.01,0.011,0.014,0.017,0.02,Inf
Eye,phecode_375-14,Low-tension glaucoma (Normal-tension glaucoma),0,4,5,6,11,16,14,15,19,30,0,0.001,0.001,0.001,0.002,0.003,0.002,0.002,0.003,0.005,Inf
Genitourinary,phecode_626-14,Irregular menstrual bleeding,0,1,3,6,17,20,26,56,84,159,0,0,0.001,0.002,0.005,0.006,0.008,0.018,0.027,0.05,Inf
Genitourinary,phecode_626-2,Dysmenorrhea,0,0,1,1,0,5,6,21,26,57,0,0,0,0,0,0.002,0.002,0.007,0.008,0.018,Inf
