endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n,phecode_category
phecode_107,28,68,108,177,209,200,216,249,255,237,0.010218978102189781,0.024817518248175182,0.03941605839416058,0.0645985401459854,0.07627737226277373,0.072992700729927,0.07886089813800658,0.09090909090909091,0.09309967141292443,0.08652792990142388,8.46737599749648,Malignant neoplasm of male genitalia,1747,Neoplasms
phecode_360-51,2,7,11,12,13,12,24,25,16,17,3.2711808963035657e-4,0.001144913313706248,0.001799149492966961,0.001962708537782139,0.0021262675825973174,0.001962708537782139,0.003925417075564278,0.004089645018812367,0.002617372812039915,0.0027809586127924097,8.501390479306396,Eczematous dermatitis of eyelid,139,Eye
phecode_977-72,60,94,114,154,176,194,229,281,334,512,0.009965122072745391,0.015612024580634445,0.018933731938216243,0.02557714665337984,0.029231024746719812,0.032220561368543434,0.03803354924431158,0.04667774086378738,0.05548172757475083,0.0850498338870432,8.534750830564784,Long term (current) use of oral hypoglycemic drugs,2148,Rx
phecode_374-52,5,12,8,26,31,35,26,27,38,43,8.167265599477295e-4,0.0019601437438745506,0.0013067624959163672,0.004246978111728194,0.005063704671675923,0.005717085919634106,0.004247671949027937,0.004411043947067473,0.006208135925502369,0.007024995915700049,8.60140499918314,"Macular cyst, hole, or pseudohole",251,Eye
phecode_977-7,63,96,121,162,177,214,246,267,336,549,0.010493004663557627,0.015989340439706862,0.020156588372480428,0.026986506746626688,0.02948525737131434,0.0356488422455439,0.04097951024487756,0.04447776111944028,0.0559720139930035,0.09145427286356822,8.715737369410533,Long term (current) use of insulin or oral hypoglycemic drugs,2231,Rx
phecode_626,54,43,35,45,51,75,113,193,309,471,0.019600725952813067,0.01560798548094374,0.012704174228675136,0.016333938294010888,0.018518518518518517,0.027233115468409588,0.04103122730573711,0.070079883805374,0.11220043572984749,0.1710239651416122,8.725389332687808,Disorders of menstruation and other abnormal bleeding from female genital tract,1389,Genitourinary
phecode_552-2,4,15,16,16,9,20,23,44,23,35,6.538084341288003e-4,0.0024517816279830008,0.002615233736515201,0.002615233736515201,0.0014710689767898006,0.0032690421706440013,0.0037593984962406013,0.007191892775416803,0.0037593984962406013,0.005720823798627002,8.75,Obstruction of bile duct,205,GI
phecode_413-1,36,45,65,92,121,133,186,243,223,320,0.005918132500410981,0.007397665625513727,0.010685517014630939,0.015124116389939175,0.019891500904159132,0.02186421173762946,0.03057701791879007,0.03994739437777412,0.03666557053600789,0.052614271621177246,8.890350396433922,Mitral valve disorders,1464,Cardio
phecode_376,47,104,169,224,236,301,314,314,371,421,0.007838559039359573,0.01734489659773182,0.02818545697131421,0.037358238825883926,0.03935957304869913,0.05020013342228152,0.052368245496998,0.05237698081734779,0.06188490408673895,0.07022518765638032,8.958940961439497,Disorders of vitreous body,2501,Eye
phecode_369-4,5,5,16,25,21,28,38,50,57,45,8.171269815329302e-4,8.171269815329302e-4,0.0026148063409053767,0.004085634907664651,0.003431933322438307,0.004575911096584409,0.006210165059650269,0.008171269815329302,0.009315247589475405,0.007354142833796372,9.000000000000002,Corneal degenerations,290,Eye
phecode_356-1,3,1,1,8,12,8,19,11,17,27,4.898758981058132e-4,1.6331863465621427e-4,1.6331863465621427e-4,0.0013065490772497142,0.0019598236158745713,0.0013065490772497142,0.003103054058468071,0.001796504981218357,0.0027764167891556426,0.004409603135717786,9.001469867711906,Dysarthria,107,Neuro
phecode_103,67,178,200,270,372,414,455,499,555,610,0.011290866194809571,0.029996629592180656,0.033709758975223325,0.04550817461655149,0.06270015169391539,0.06977920107871229,0.07668970166863306,0.0841058486431822,0.09354458115624473,0.10281476487443114,9.106012160669767,Skin cancer,3620,Neoplasms
phecode_376-2,46,106,164,223,247,292,318,316,354,422,0.007666666666666666,0.017666666666666667,0.027333333333333334,0.03716666666666667,0.041166666666666664,0.048674779129854975,0.053008834805800965,0.052675445907651275,0.059009834972495415,0.07034505750958493,9.175442283858905,Vitreous opacities,2488,Eye
phecode_400-2,21,27,48,67,80,104,128,163,199,193,0.003436988543371522,0.0044189852700491,0.007855973813420621,0.010965630114566284,0.01309328968903437,0.01702127659574468,0.020949263502454993,0.02667757774140753,0.032569558101472995,0.0315927320347029,9.191980606287368,Chronic rheumatic heart diseases,1030,Cardio
phecode_416-42,14,16,25,30,41,79,84,94,110,129,0.0022905759162303663,0.002617801047120419,0.004090314136125654,0.004909180166912126,0.006709212894779905,0.012927507772868597,0.013745704467353952,0.015382097856324661,0.018000327278677793,0.021109474717722142,9.21579353390841,Left bundle branch block,622,Cardio
phecode_468-9,48,68,88,117,132,148,221,246,296,444,0.007893438579181056,0.011182371320506496,0.014471304061831936,0.019240256536753823,0.021706956092747903,0.024338102285808256,0.03634270679164611,0.04045387271830291,0.04867620457161651,0.07301430685742477,9.25,Lobar pneumonia*,1808,Resp
phecode_162,4,8,4,14,12,14,23,14,21,37,6.532745386248571e-4,0.0013065490772497142,6.532745386248571e-4,0.002286460885187,0.0019598236158745713,0.002286460885187,0.0037563285970929282,0.0022868343678536427,0.003430251551780464,0.0060437765436131986,9.251510944135903,Aplastic anemia,151,Blood
phecode_103-21,35,76,113,121,129,195,210,247,284,327,0.00580334936163157,0.012601558613828553,0.018736527938981926,0.020063007793069142,0.02138948764715636,0.03233294644337589,0.03482587064676617,0.040961857379767826,0.04709784411276949,0.054228855721393035,9.344406538734896,Basal cell carcinoma,1737,Neoplasms
phecode_232-29,4,2,6,6,10,12,24,28,23,38,6.534879921581441e-4,3.2674399607907203e-4,9.80231988237216e-4,9.80231988237216e-4,0.0016337199803953602,0.001960463976474432,0.003920927952948864,0.004574415945107008,0.003758169934640523,0.006209150326797385,9.5015522875817,Folate deficiency [Vitamin B9],153,Metab
phecode_377-4,4,9,9,7,11,24,27,19,23,38,6.540222367560497e-4,0.0014715500327011119,0.0014715500327011119,0.001144538914323087,0.0017985611510791368,0.003924133420536298,0.004414650098103335,0.003106605624591236,0.0037612428454619788,0.006214227309893704,9.501553556827472,Retinal hemorrhage,171,Eye
phecode_388,22,32,38,59,85,91,88,114,144,211,0.00360478453219728,0.005243322955923316,0.006227466404457555,0.009668960996394626,0.013929859062602426,0.014913143231727303,0.014421501147164863,0.018682399213372666,0.02359882005899705,0.034578826614224845,9.592480855755193,Blindness and low vision,884,Eye
phecode_103-3,10,13,20,50,60,70,87,92,99,96,0.0016361256544502618,0.0021269633507853404,0.0032722513089005235,0.008180628272251309,0.00981675392670157,0.011452879581151832,0.014236622484045164,0.015054819178530519,0.016200294550810016,0.015709376534118802,9.601570937653412,Carcinoma in situ of skin,597,Neoplasms
phecode_116-4,15,29,46,58,66,86,76,108,106,145,0.002449779519843214,0.004736240405030214,0.0075126571941858565,0.009472480810060429,0.010779029887310143,0.014045402580434428,0.012414243711205489,0.017641293694870958,0.017314603070891867,0.023685070238484155,9.668245671349233,Secondary malignant neoplasm of liver,735,Neoplasms
phecode_374-3,17,22,43,46,67,88,74,96,117,166,0.002793755135579293,0.0036154478225143795,0.007066557107641742,0.007559572719802793,0.011010682004930156,0.014461791290057518,0.012161051766639277,0.015776499589153656,0.019230769230769232,0.027284681130834976,9.766310863595931,Retinal vascular changes and occlusions,736,Eye
phecode_404-2,68,100,155,238,234,301,376,405,501,666,0.011436259670366633,0.016818028927009756,0.026067944836865118,0.04002690884628322,0.039354187689202826,0.05062226707029936,0.06323578876555667,0.0681130171543895,0.08425832492431887,0.11200807265388496,9.794117647058824,Coronary atherosclerosis [Atherosclerotic heart disease],3044,Cardio
phecode_438,17,33,55,70,78,97,99,122,149,167,0.0027836908465695104,0.005403635172752579,0.009006058621254299,0.011462256427050925,0.01277222859014246,0.015886013756960367,0.01621356043236161,0.019980347199475924,0.02440222731739273,0.02735014739600393,9.82513824396447,Aneurysm or ectasia,887,Cardio
phecode_103-1,9,37,62,63,49,67,61,72,65,89,0.001478318002628121,0.0060775295663600525,0.01018564153113192,0.010349926071956629,0.008049942500410712,0.011007064235255463,0.010021356990307212,0.011828486939379004,0.010678495153606046,0.014621324133399047,9.890513480459266,Melanomas of skin,574,Neoplasms
phecode_103-2,38,89,119,136,188,205,244,272,325,381,0.0063039150630391505,0.014764432647644326,0.019741207697412076,0.0225613802256138,0.031187790311877902,0.03400796284007963,0.0404777704047777,0.04513024722083955,0.05392400862784138,0.06321553011448482,10.027979356055644,Keratinocyte carcinoma,1997,Neoplasms
phecode_256-3,12,13,24,30,33,37,51,71,99,122,0.0019601437438745506,0.002123489055864097,0.003920287487749101,0.004900359359686377,0.0053903952956550144,0.0060437765436131986,0.008330610911466842,0.01159751715125776,0.016171185886965044,0.0199281280627246,10.166666666666668,Mixed disorder of acid-base balance,492,Metab
phecode_413,54,68,104,132,178,224,317,351,396,551,0.00891677675033025,0.011228533685601057,0.017173051519154558,0.02180016515276631,0.02939719240297275,0.03699421965317919,0.05235342691990091,0.05796862097440132,0.06540049545829893,0.09099917423616846,10.205388873596966,Heart valve disorders,2375,Cardio
phecode_703-11,42,76,114,143,166,179,229,257,325,429,0.007051712558764272,0.012760241773002015,0.019143576826196475,0.024013434089000838,0.027875734676742234,0.03005877413937867,0.03845507976490344,0.043157010915197316,0.054575986565911,0.07204030226700252,10.216000959577785,Gout,1960,Musc/Skel
phecode_483,39,69,87,106,117,157,205,232,274,400,0.006394490900147565,0.01131333005410723,0.01426463354648303,0.01737989834399082,0.019183472700442697,0.02574192490572225,0.033612067552057714,0.038039022790621414,0.044925397606164943,0.06559527714004591,10.258092186593334,Pleural effusion,1686,Resp
phecode_431,47,75,112,136,177,211,260,305,391,483,0.007799535346830402,0.01244606704281447,0.018586126783936275,0.022568868237636906,0.029372718221042152,0.035014935280451374,0.043153526970954356,0.05062240663900415,0.06489626556016598,0.08016597510373444,10.27830140372561,Stroke and transient cerebral ischemic attacks,2197,Cardio
phecode_615,7,14,13,6,15,17,28,38,49,72,0.002162496138399753,0.004326328800988875,0.0040173053152039555,0.001854140914709518,0.0046353522867737945,0.005253399258343634,0.00865265760197775,0.011742892459826947,0.015142150803461063,0.022249690976514216,10.288892812996645,Endometriosis,259,Genitourinary
phecode_686-2,19,16,32,33,50,85,89,112,118,196,0.003119356427516007,0.0026268264652766376,0.005253652930553275,0.005417829584633065,0.008208832703989493,0.013955015596782137,0.014611722213101298,0.018387785256936462,0.019372845181415202,0.03218390804597701,10.317483363581367,Non-pressure chronic ulcer,750,Derm
phecode_361-1,3,4,9,4,13,19,24,21,30,31,4.901960784313725e-4,6.5359477124183e-4,0.0014708285667592745,6.537015852263442e-4,0.0021245301519856184,0.0031050825298251346,0.003922209511358065,0.003431933322438307,0.004902761889197581,0.005066187285504167,10.3350220624285,Entropion and trichiasis of eyelid,158,Eye
phecode_726-1,54,99,134,163,214,305,339,402,490,559,0.009006004002668445,0.016511007338225483,0.022348232154769845,0.027184789859906605,0.03569641367806505,0.05087572977481234,0.05654712260216847,0.0670558798999166,0.0817347789824854,0.0932443703085905,10.35357859945016,Osteoporosis,2759,Musc/Skel
phecode_431-1,30,39,56,93,113,137,167,207,235,311,0.004942339373970346,0.006425041186161449,0.00922722029988466,0.01532377656945131,0.018619212390838687,0.02257373537650354,0.02751688910858461,0.034107760751359364,0.0387213709013017,0.05124402702257373,10.368374800900753,Stroke,1388,Cardio
phecode_419,16,11,17,32,53,83,76,99,134,167,0.0026169447170428526,0.001799149492966961,0.002780503761858031,0.005233889434085705,0.008668629375204448,0.013575400719659797,0.012430487405953549,0.01619234543670265,0.02192049730083429,0.027318828725666613,10.439207426795354,Presence of cardiac device,688,Cardio
phecode_431-11,24,34,45,74,83,126,155,172,193,251,0.003944124897288414,0.005587510271158586,0.007395234182415777,0.012161051766639277,0.013640098603122432,0.020706655710764174,0.025472473294987676,0.02826622843056697,0.03171733771569433,0.04125575279421433,10.460052323033093,Ischemic stroke,1157,Cardio
phecode_375-1,37,74,78,99,117,183,173,230,286,387,0.006116713506364688,0.012233427012729376,0.012894693337741776,0.01636634154405687,0.019342040006612663,0.030252934369317242,0.028604497354497355,0.03802910052910053,0.04728835978835979,0.06398809523809523,10.461188867438867,Glaucoma,1664,Eye
phecode_480,4,8,1,12,9,16,10,30,21,42,6.533812479581836e-4,0.0013067624959163672,1.633453119895459e-4,0.0019601437438745506,0.0014701078079059132,0.0026135249918327343,0.0016337199803953602,0.004901159941186081,0.0034308119588302567,0.006861623917660513,10.501715405979416,Pulmonary edema,153,Resp
phecode_684-1,18,34,67,76,98,97,97,122,149,189,0.00298804780876494,0.005644090305444887,0.011122177954847278,0.012616201859229747,0.016268260292164674,0.016102257636122178,0.016102257636122178,0.020252324037184594,0.024738502407438155,0.03137971110742155,10.501743317283745,Alopecia,947,Derm
phecode_401-3,3,3,1,5,8,15,12,16,20,32,4.906771344455348e-4,4.906771344455348e-4,1.6355904481517829e-4,8.179290037624734e-4,0.0013086864060199575,0.0024537870112874205,0.001963029609029936,0.002617372812039915,0.0032717160150498937,0.00523474562407983,10.668411581874695,Hypertensive chronic kidney disease,115,Cardio
phecode_413-6,7,7,9,16,28,26,43,45,57,75,0.0011437908496732027,0.0011439777741461023,0.0014708285667592745,0.0026148063409053767,0.004575911096584409,0.004249060303971237,0.0070272920411832,0.007354142833796372,0.009315247589475405,0.012256904722993954,10.716036700674714,Heart valve replaced,313,Cardio
phecode_726,53,109,137,169,220,310,353,401,509,572,0.008852513779856356,0.018209154694286668,0.022886735716672234,0.028232542599398596,0.03675242231874373,0.051787504176411626,0.05897093217507517,0.06698964249916471,0.08503174072836618,0.09555629802873371,10.794255779208088,Osteoporosis and low bone density,2833,Musc/Skel
phecode_387-3,5,13,26,45,66,91,117,130,138,54,8.180628272251309e-4,0.0021269633507853404,0.004253926701570681,0.007362565445026178,0.010798429319371727,0.014888743455497382,0.019142670157068064,0.021269633507853405,0.022582228767795778,0.008836524300441826,10.801767304860089,Astigmatism,685,Eye
phecode_436,62,105,150,220,277,292,387,404,451,670,0.010425424583823777,0.017655960988733815,0.02522280141247688,0.03699344207163276,0.04657810660837397,0.04910864446686848,0.06508577194752775,0.0679448368651194,0.07584931046081399,0.11268079381096535,10.808269045061467,Atherosclerosis [ASCVD],3018,Cardio
phecode_413-3,14,19,32,40,64,79,106,140,157,152,0.0022875816993464053,0.0031045751633986926,0.00522875816993464,0.006535947712418301,0.01045751633986928,0.012910606308220298,0.01732309200849812,0.022879555482922045,0.02565778722013401,0.024840660238601077,10.858917190017042,Tricuspid valve disorders,803,Cardio
phecode_977-52,13,16,24,24,30,36,47,83,105,142,0.004104831070413641,0.0050520997789706345,0.007578149668455952,0.007578149668455952,0.00947268708556994,0.011367224502683928,0.01484054310072624,0.02620776760341017,0.03315440479949479,0.04485154769425142,10.926527042130326,Hormone replacement therapy (postmenopausal),520,Rx
phecode_202-4,116,190,261,332,400,494,528,652,764,1269,0.019189412737799835,0.03143093465674111,0.04317617866004963,0.05492142266335815,0.06618133686300463,0.08173395102581073,0.08735936465916612,0.10787557908669755,0.12640635340833886,0.2099602911978822,10.94146517492412,Other specified diabetes*,5006,Endo
phecode_627-2,62,53,76,108,121,204,288,441,555,680,0.02102407595795185,0.01797219396405561,0.025771447948457104,0.03662258392675483,0.041044776119402986,0.06919945725915876,0.09769335142469471,0.14959294436906379,0.18826322930800543,0.23066485753052918,10.971462336411783,Symptomatic menopause,2588,Genitourinary
